EstablishmentID	InspectionID	EstablishmentName	PlaceName	Address	Address2	City	State	Zip	TypeDescription	Latitude	Longitude	InspectionDate	Score	Grade	NameSearch	Intersection
80596	1058436	PASTRY PLUS	 	7407 -B FEGENBUSH LANE		LOUISVILLE	KY	40228	RETAIL BAKERY	38.1430000	-85.6228000	2014-10-31 00:00:00	97		PASTRYPLUS	
80599	1073364	CAROL RYAN	 	5718 OUTER LOOP		LOUISVILLE	KY	40218	PRE-PACKAGED RETAIL	38.1369000	-85.6544000	2015-01-06 00:00:00	100		CAROLRYAN	
80688	1033027	BEARNO'S	 	4105 DIXIE HIGHWAY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1891000	-85.8097000	2014-08-04 00:00:00	100	A	BEARNOS	
80688	1074058	BEARNO'S	 	4105 DIXIE HIGHWAY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1891000	-85.8097000	2015-01-05 00:00:00	100	A	BEARNOS	
80690	1083027	BASHFORD MANOR BED & BREAKFAST	 	2227 BASHFORD MANOR LANE		LOUISVILLE	KY	40218	HOME (CONTINENTAL BREAKFAST)	38.2049000	-85.6606000	2015-02-26 00:00:00	100		BASHFORDMANORBEDBREAKFAST	
80691	1029101	INDULGE CATERING	 	735 E. CHESTNUT STREET		LOUISVILLE	KY	40202	CATERERS	38.2472000	-85.7395000	2014-07-21 00:00:00	100	A	INDULGECATERING	
80691	1075429	INDULGE CATERING	 	735 E. CHESTNUT STREET		LOUISVILLE	KY	40202	CATERERS	38.2472000	-85.7395000	2015-01-15 00:00:00	99	A	INDULGECATERING	
80693	1029080	ALADDIN'S CAFE	 	1613 BARDSTOWN ROAD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2303708	-85.7038971	2014-07-21 00:00:00	91	A	ALADDINSCAFE	
80693	1081393	ALADDIN'S CAFE	 	1613 BARDSTOWN ROAD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2303708	-85.7038971	2015-02-18 00:00:00	97		ALADDINSCAFE	
81105	1019539	PAPA MURPHY'S	 	161 OUTER LOOP #107		LOUISVILLE	KY	40214	FOOD SERVICE	38.1460000	-85.7769000	2014-06-12 00:00:00	99	A	PAPAMURPHYS	
81105	1067236	PAPA MURPHY'S	 	161 OUTER LOOP #107		LOUISVILLE	KY	40214	FOOD SERVICE	38.1460000	-85.7769000	2014-12-08 00:00:00	99	A	PAPAMURPHYS	
81106	1043293	HIKO-A-MON	 	1115 HERR LANE SUITE 130		LOUISVILLE	KY	40222	FOOD SERVICE	38.2654000	-85.6102000	2014-09-10 00:00:00	95	A	HIKOAMON	
81106	1079597	HIKO-A-MON	 	1115 HERR LANE SUITE 130		LOUISVILLE	KY	40222	FOOD SERVICE	38.2654000	-85.6102000	2015-02-05 00:00:00	95	A	HIKOAMON	
81107	1062928	BOMBAY GRILLE	 	216 N. HURSTBOURNE PARKWAY		LOUISVILLE	KY	40222	FOOD SERVICE	38.2484842	-85.5778783	2014-11-20 00:00:00	92	A	BOMBAYGRILLE	
81109	1045617	KENTUCKY CENTER FOR THE ARTS	 	501 W. MAIN STREET		LOUISVILLE	KY	40202	FOOD SERVICE	38.2568000	-85.7583000	2014-09-13 00:00:00	94	A	KENTUCKYCENTERFORTHEARTS	
81109	1075430	KENTUCKY CENTER FOR THE ARTS	 	501 W. MAIN STREET		LOUISVILLE	KY	40202	FOOD SERVICE	38.2568000	-85.7583000	2015-01-15 00:00:00	97	A	KENTUCKYCENTERFORTHEARTS	
81118	1052406	QUEEN OF SHEBA	 	2804 TAYLORSVILLE ROAD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2228000	-85.6685000	2014-10-10 00:00:00	95	A	QUEENOFSHEBA	
81119	1018043	LONG JOHN SILVERS #15	 	400 E. BROADWAY		LOUISVILLE	KY	40202	FOOD SERVICE	38.2453000	-85.7476000	2014-06-13 00:00:00	95	A	LONGJOHNSILVERS	
81119	1066343	LONG JOHN SILVERS #15	 	400 E. BROADWAY		LOUISVILLE	KY	40202	FOOD SERVICE	38.2453000	-85.7476000	2014-12-04 00:00:00	94	A	LONGJOHNSILVERS	
81124	1059503	LONG JOHN SILVERS #14	 	3407 W. BROADWAY		LOUISVILLE	KY	40211	FOOD SERVICE	38.2499000	-85.8083000	2014-10-30 00:00:00	95	A	LONGJOHNSILVERS	
81198	1037359	CAP'S FOOD MART & DELI	 	1506 S. SHELBY STREET		LOUISVILLE	KY	40217	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2245000	-85.7424000	2014-08-19 00:00:00	92	A	CAPSFOODMARTDELI	
81198	1037360	CAP'S FOOD MART & DELI	 	1506 S. SHELBY STREET		LOUISVILLE	KY	40217	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2245000	-85.7424000	2014-08-19 00:00:00	96		CAPSFOODMARTDELI	
81202	1058444	VANGUARD ACADEMY	 	9306 DAYFLOWER STREET		LOUISVILLE	KY	40059	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.3219000	-85.5672000	2014-11-03 00:00:00	100	A	VANGUARDACADEMY	
81204	1053400	WESTPORT WHISKEY & WINE	 	1115 HERR  LANE		LOUISVILLE	KY	40222	FOOD SERVICE	38.2654000	-85.6102000	2014-10-15 00:00:00	97	A	WESTPORTWHISKEYWINE	
81204	1087857	WESTPORT WHISKEY & WINE	 	1115 HERR  LANE		LOUISVILLE	KY	40222	FOOD SERVICE	38.2654000	-85.6102000	2015-03-20 00:00:00	100	A	WESTPORTWHISKEYWINE	
81205	1051595	SMOOTHIES KING	 	12430 SHELBYVILLE ROAD		LOUISVILLE	KY	40243	FOOD SERVICE	38.2459000	-85.5256000	2014-10-07 00:00:00	98	A	SMOOTHIESKING	
81205	1098930	SMOOTHIES KING	 	12430 SHELBYVILLE ROAD		LOUISVILLE	KY	40243	FOOD SERVICE	38.2459000	-85.5256000	2015-05-06 00:00:00	98	A	SMOOTHIESKING	
81207	1046143	HOME CUISINE	 	309 WALLACE AVENUE		LOUISVILLE	KY	40207	FOOD SERVICE	38.2527000	-85.6577000	2014-09-18 00:00:00	98	A	HOMECUISINE	
81222	1017643	YMCA CONCESSIONS	 	9400 MILL BROOK ROAD		LOUISVILLE	KY	40223	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2676000	-85.5788000	2014-06-12 00:00:00	92	A	YMCACONCESSIONS	
81222	1017644	YMCA CONCESSIONS	 	9400 MILL BROOK ROAD		LOUISVILLE	KY	40223	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2676000	-85.5788000	2014-06-12 00:00:00	96		YMCACONCESSIONS	
81222	1028687	YMCA CONCESSIONS	 	9400 MILL BROOK ROAD		LOUISVILLE	KY	40223	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2676000	-85.5788000	2014-07-21 00:00:00	98	A	YMCACONCESSIONS	
81222	1028688	YMCA CONCESSIONS	 	9400 MILL BROOK ROAD		LOUISVILLE	KY	40223	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2676000	-85.5788000	2014-07-21 00:00:00	100		YMCACONCESSIONS	
81283	1039966	EXPO CONCESSIONS (BLDG 5)	 	2900 S. 7TH STREET ROAD		LOUISVILLE	KY	40216	FOOD SERVICE	38.2096000	-85.7871000	2014-08-30 00:00:00	100	A	EXPOCONCESSIONSBLDG	
81283	1084329	EXPO CONCESSIONS (BLDG 5)	 	2900 S. 7TH STREET ROAD		LOUISVILLE	KY	40216	FOOD SERVICE	38.2096000	-85.7871000	2015-03-07 00:00:00	98	A	EXPOCONCESSIONSBLDG	
81285	1013126	BJ'S BAR	 	1400 CENTRAL AVENUE		LOUISVILLE	KY	40208	FOOD SERVICE	38.2107000	-85.7796000	2014-05-28 00:00:00	97	A	BJSBAR	
81285	1085405	BJ'S BAR	 	1400 CENTRAL AVENUE		LOUISVILLE	KY	40208	FOOD SERVICE	38.2107000	-85.7796000	2015-03-11 00:00:00	96	A	BJSBAR	
81288	1050719	DAKSHIN	 	4742 BARDSTOWN ROAD		LOUISVILLE	KY	40218	FOOD SERVICE	38.1794000	-85.6238000	2014-10-06 00:00:00	94	A	DAKSHIN	
81288	1091841	DAKSHIN	 	4742 BARDSTOWN ROAD		LOUISVILLE	KY	40218	FOOD SERVICE	38.1794000	-85.6238000	2015-04-08 00:00:00	92	A	DAKSHIN	
81295	1068874	BEHA CATERING	 	4714 PINEWOOD ROAD		LOUISVILLE	KY	40218	CATERERS	38.1854000	-85.6915000	2014-12-15 00:00:00	100	A	BEHACATERING	
81295	1100267	BEHA CATERING	 	4714 PINEWOOD ROAD		LOUISVILLE	KY	40218	CATERERS	38.1854000	-85.6915000	2015-05-13 00:00:00	98	A	BEHACATERING	
81365	1068128	NAPA RIVER GRILL	 	1211 HERR LANE, SUITE 190		LOUISVILLE	KY	40222	FOOD SERVICE	38.2662000	-85.6120000	2014-12-10 00:00:00	98	A	NAPARIVERGRILL	
81365	1096271	NAPA RIVER GRILL	 	1211 HERR LANE, SUITE 190		LOUISVILLE	KY	40222	FOOD SERVICE	38.2662000	-85.6120000	2015-04-27 00:00:00	99	A	NAPARIVERGRILL	
81367	1039967	JESUS SOLES (BLDG 1)	 	2900 S. 7TH STREET ROAD		LOUISVILLE	KY	40216	FOOD SERVICE	38.2096000	-85.7871000	2014-08-30 00:00:00	95	A	JESUSSOLESBLDG	
81372	1054499	HOMEMADE ICE CREAM & PIE KITCHEN	 	12531 SHELBYVILLE ROAD		LOUISVILLE	KY	40234	FOOD SERVICE	38.2450000	-85.5237000	2014-10-20 00:00:00	98	A	HOMEMADEICECREAMPIEKITCHEN	
81372	1095339	HOMEMADE ICE CREAM & PIE KITCHEN	 	12531 SHELBYVILLE ROAD		LOUISVILLE	KY	40234	FOOD SERVICE	38.2450000	-85.5237000	2015-04-22 00:00:00	96	A	HOMEMADEICECREAMPIEKITCHEN	
81481	1025398	HARDEE'S	 	3459 TAYLOR BLVD		LOUISVILLE	KY	40215	FOOD SERVICE	38.1972000	-85.7828000	2014-07-08 00:00:00	94	C	HARDEES	
81481	1025782	HARDEE'S	 	3459 TAYLOR BLVD		LOUISVILLE	KY	40215	FOOD SERVICE	38.1972000	-85.7828000	2014-07-09 00:00:00	100	B	HARDEES	
81481	1063477	HARDEE'S	 	3459 TAYLOR BLVD		LOUISVILLE	KY	40215	FOOD SERVICE	38.1972000	-85.7828000	2014-11-21 00:00:00	95	A	HARDEES	
81484	1062353	THE BLACKSTONE GRILLE	 	9521 -A U.S. HIGHWAY 42		PROSPECT	KY	40059	FOOD SERVICE	38.3396000	-85.5565000	2014-11-18 00:00:00	98	A	THEBLACKSTONEGRILLE	
81490	1030351	SAKE BLUE - JAPANESE BISTRO	 	9326 CEDAR CENTER WAY		LOUISVILLE	KY	40291	FOOD SERVICE	38.1683000	-85.6506000	2014-07-24 00:00:00	96	A	SAKEBLUEJAPANESEBISTRO	
81490	1074048	SAKE BLUE - JAPANESE BISTRO	 	9326 CEDAR CENTER WAY		LOUISVILLE	KY	40291	FOOD SERVICE	38.1683000	-85.6506000	2015-01-09 00:00:00	94	A	SAKEBLUEJAPANESEBISTRO	
81495	1065255	ASAHI JAPANESE RESTAURANT	 	3701 LEXINGTON ROAD		LOUISVILLE	KY	40204	FOOD SERVICE	38.2517000	-85.6608000	2014-12-02 00:00:00	95	A	ASAHIJAPANESERESTAURANT	
81496	1054481	JIMMY JOHN'S #1081	 	976 BAXTER AVENUE		LOUISVILLE	KY	40204	FOOD SERVICE	38.2402000	-85.7242000	2014-10-17 00:00:00	100	A	JIMMYJOHNS	
81496	1092969	JIMMY JOHN'S #1081	 	976 BAXTER AVENUE		LOUISVILLE	KY	40204	FOOD SERVICE	38.2402000	-85.7242000	2015-04-10 00:00:00	97	A	JIMMYJOHNS	
81497	1025776	LA QUE	 	1019 BARDSTOWN ROAD		LOUISVILLE	KY	40204	FOOD SERVICE	38.2399000	-85.7236000	2014-07-09 00:00:00	96	A	LAQUE	
81497	1077026	LA QUE	 	1019 BARDSTOWN ROAD		LOUISVILLE	KY	40204	FOOD SERVICE	38.2399000	-85.7236000	2015-01-22 00:00:00	99	A	LAQUE	
81498	1062900	FERN CREEK/HIGHVIEW ADULT DAY CENTER	 	9300 BEULAH CHURCH ROAD		LOUISVILLE	KY	40291	FOOD SERVICE	38.1495000	-85.5885000	2014-11-19 00:00:00	100	A	FERNCREEKHIGHVIEWADULTDAYCENTER	
81498	1101126	FERN CREEK/HIGHVIEW ADULT DAY CENTER	 	9300 BEULAH CHURCH ROAD		LOUISVILLE	KY	40291	FOOD SERVICE	38.1495000	-85.5885000	2015-05-14 00:00:00	100	A	FERNCREEKHIGHVIEWADULTDAYCENTER	
81499	1051577	BAZO'S	 	4014 DUTCHMANS LANE		LOUISVILLE	KY	40207	FOOD SERVICE	38.2337186	-85.6335208	2014-10-07 00:00:00	97	A	BAZOS	
81499	1086920	BAZO'S	 	4014 DUTCHMANS LANE		LOUISVILLE	KY	40207	FOOD SERVICE	38.2337186	-85.6335208	2015-03-17 00:00:00	84	C	BAZOS	
81499	1088418	BAZO'S	 	4014 DUTCHMANS LANE		LOUISVILLE	KY	40207	FOOD SERVICE	38.2337186	-85.6335208	2015-03-24 00:00:00	98	A	BAZOS	
81501	1062901	INDIVIDUAL & FAMILY ASSISTANCE CENTER	 	9300 BEULAH CHURCH ROAD		LOUISVILLE	KY	40291	MOBILE RESTRICTED CONCESSION	38.1495000	-85.5885000	2014-11-19 00:00:00	100		INDIVIDUALFAMILYASSISTANCECENTER	
81556	1028689	HARDEE'S	 	9506 TAYLORSVILLE ROAD		LOUISVILLE	KY	40299	FOOD SERVICE	38.2063000	-85.5814000	2014-07-21 00:00:00	94	A	HARDEES	
81556	1072541	HARDEE'S	 	9506 TAYLORSVILLE ROAD		LOUISVILLE	KY	40299	FOOD SERVICE	38.2063000	-85.5814000	2015-01-05 00:00:00	98	A	HARDEES	
81557	1066300	SHIRAZ	 	205 N. HURSTBOURNE LANE		LOUISVILLE	KY	40222	FOOD SERVICE	38.2489000	-85.5779000	2014-12-04 00:00:00	98	A	SHIRAZ	
81558	1046144	RAINBOW BLOSSOM COMMISSARY	 	309 WALLACE AVENUE		LOUISVILLE	KY	40207	FOOD SERVICE COMMISSARY	38.2527000	-85.6577000	2014-09-18 00:00:00	97	A	RAINBOWBLOSSOMCOMMISSARY	
81567	1047981	ALEXIS LOBBY SHOPPE	 	220 W. MAIN STREET, SUITE 120		LOUISVILLE	KY	40202	SUPERMARKET WITH PROCESSING	38.2563000	-85.7539000	2014-09-25 00:00:00	100		ALEXISLOBBYSHOPPE	
81568	1017633	MRS. POTTER'S COFFEE	 	718 W. MAIN STREET		LOUISVILLE	KY	40202	FOOD SERVICE	38.2571000	-85.7617000	2014-06-12 00:00:00	97	A	MRSPOTTERSCOFFEE	
81568	1064899	MRS. POTTER'S COFFEE	 	718 W. MAIN STREET		LOUISVILLE	KY	40202	FOOD SERVICE	38.2571000	-85.7617000	2014-12-01 00:00:00	97	A	MRSPOTTERSCOFFEE	
81568	1101956	MRS. POTTER'S COFFEE	 	718 W. MAIN STREET		LOUISVILLE	KY	40202	FOOD SERVICE	38.2571000	-85.7617000	2015-05-19 00:00:00	98	A	MRSPOTTERSCOFFEE	
81570	1054835	DIERSEN CENTER / DISMAS CHARITY	 	1218 W OAK STREET		LOUISVILLE	KY	40210	FOOD SERVICE	38.2363000	-85.7739000	2014-10-21 00:00:00	100	A	DIERSENCENTERDISMASCHARITY	
81570	1098917	DIERSEN CENTER / DISMAS CHARITY	 	1218 W OAK STREET		LOUISVILLE	KY	40210	FOOD SERVICE	38.2363000	-85.7739000	2015-05-06 00:00:00	100	A	DIERSENCENTERDISMASCHARITY	
81571	1029610	RED ROBIN	 	5000 SHELBYVILLE ROAD		LOUISVILLE	KY	40207	FOOD SERVICE	38.2502000	-85.6237000	2014-07-22 00:00:00	99	A	REDROBIN	
81571	1077270	RED ROBIN	 	5000 SHELBYVILLE ROAD		LOUISVILLE	KY	40207	FOOD SERVICE	38.2502000	-85.6237000	2015-01-22 00:00:00	99	A	REDROBIN	
81573	1052423	DIEGOS TACOS	 	500 EDITH LANE		LOUISVILLE	KY	40206	FOOD SERVICE	38.2663000	-85.7093000	2014-10-12 00:00:00	93	A	DIEGOSTACOS	
81668	1016682	HOOTERS	 	7701 PRESTON HIGHWAY		LOUISVILLE	KY	40219	FOOD SERVICE	38.1404000	-85.6877000	2014-06-10 00:00:00	96	A	HOOTERS	
81727	1016654	SIGNATURE HEALTHCARE OF CHEROKEE PARK	 	2100 MILLVALE DRIVE		LOUISVILLE	KY	40205	FOOD SERVICE	38.2327000	-85.6856000	2014-06-10 00:00:00	100	A	SIGNATUREHEALTHCAREOFCHEROKEEPARK	
81727	1067677	SIGNATURE HEALTHCARE OF CHEROKEE PARK	 	2100 MILLVALE DRIVE		LOUISVILLE	KY	40205	FOOD SERVICE	38.2327000	-85.6856000	2014-12-09 00:00:00	100	A	SIGNATUREHEALTHCAREOFCHEROKEEPARK	
81785	1033029	HOOTERS	 	4948 DIXIE HIGHWAY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1702000	-85.8273000	2014-08-01 00:00:00	90	A	HOOTERS	
81787	1020765	OUTER LOOP CHILD CARE	 	7612 SHEPHERDSVILLE ROAD		LOUISVILLE	KY	40219	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.1970000	-85.6614000	2014-06-20 00:00:00	95	A	OUTERLOOPCHILDCARE	
81787	1071913	OUTER LOOP CHILD CARE	 	7612 SHEPHERDSVILLE ROAD		LOUISVILLE	KY	40219	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.1970000	-85.6614000	2014-12-30 00:00:00	97	A	OUTERLOOPCHILDCARE	
81788	1054129	WINGS STATION	 	2119 CRUMS LANE		LOUISVILLE	KY	40216	FOOD SERVICE	38.1945000	-85.8124000	2014-10-16 00:00:00	95	A	WINGSSTATION	
81788	1093322	WINGS STATION	 	2119 CRUMS LANE		LOUISVILLE	KY	40216	FOOD SERVICE	38.1945000	-85.8124000	2015-04-14 00:00:00	93	A	WINGSSTATION	
81882	1029920	DOLLAR SMART	 	4110 TAYLOR BLVD		LOUISVILLE	KY	40215	SUPERMARKET WITH PROCESSING	38.2276000	-85.7424000	2014-07-17 00:00:00	100		DOLLARSMART	
81883	1017218	PARKTOWER CAFE	 	4000 KRESGE WAY		LOUISVILLE	KY	40207	FOOD SERVICE	38.2335000	-85.6353000	2014-06-11 00:00:00	100	A	PARKTOWERCAFE	
81883	1068124	PARKTOWER CAFE	 	4000 KRESGE WAY		LOUISVILLE	KY	40207	FOOD SERVICE	38.2335000	-85.6353000	2014-12-10 00:00:00	100	A	PARKTOWERCAFE	
81888	1051823	BURGER BOY	 	1450 S. BROOK STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2266000	-85.7551000	2014-10-07 00:00:00	91	A	BURGERBOY	
81888	1096784	BURGER BOY	 	1450 S. BROOK STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2266000	-85.7551000	2015-04-28 00:00:00	100	A	BURGERBOY	
81894	1044285	MCDONALD'S	 	3820 RUCKRIEGEL PARKWAY		LOUISVILLE	KY	40299	FOOD SERVICE	38.1885000	-85.5644000	2014-09-12 00:00:00	96	A	MCDONALDS	
81894	1082094	MCDONALD'S	 	3820 RUCKRIEGEL PARKWAY		LOUISVILLE	KY	40299	FOOD SERVICE	38.1885000	-85.5644000	2015-02-18 00:00:00	98	A	MCDONALDS	
81959	1087160	DAVIDSON CALC	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	PRE-PACKAGED RETAIL	38.2172000	-85.7546000	2015-03-12 00:00:00	100		DAVIDSONCALC	
81960	1045188	TSUNAMI SUSHI	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2172000	-85.7546000	2014-09-10 00:00:00	96	A	TSUNAMISUSHI	
81960	1086299	TSUNAMI SUSHI	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2172000	-85.7546000	2015-03-12 00:00:00	98	A	TSUNAMISUSHI	
81961	1045185	WENDY'S	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2172000	-85.7546000	2014-09-10 00:00:00	98	A	WENDYS	
81961	1086301	WENDY'S	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2172000	-85.7546000	2015-03-12 00:00:00	98	A	WENDYS	
81964	1045182	SAC CAFETERIA	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	95	A	SACCAFETERIA	
81964	1086298	SAC CAFETERIA	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	99	A	SACCAFETERIA	
81966	1045177	TULIP TREE CAFE	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	98	A	TULIPTREECAFE	
81966	1086295	TULIP TREE CAFE	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	100	A	TULIPTREECAFE	
81967	1045195	GLOBAL MARKET	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	98	A	GLOBALMARKET	
81967	1086300	GLOBAL MARKET	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	98	A	GLOBALMARKET	
81968	1045193	CBC - CARDINAL BURGER COMPANY	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	95	A	CBCCARDINALBURGERCOMPANY	
81968	1087148	CBC - CARDINAL BURGER COMPANY	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	96		CBCCARDINALBURGERCOMPANY	
81970	1045189	MCALISTER'S	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2172000	-85.7546000	2014-09-10 00:00:00	96	A	MCALISTERS	
81970	1087166	MCALISTER'S	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2172000	-85.7546000	2015-03-12 00:00:00	95	A	MCALISTERS	
81971	1045250	MEIN BOWL	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	98	A	MEINBOWL	
81971	1086293	MEIN BOWL	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	96	A	MEINBOWL	
81972	1045170	CHICK-FIL-A	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	100	A	CHICKFILA	
81972	1087155	CHICK-FIL-A	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	98	A	CHICKFILA	
81973	1045253	QUICK ZONE/SEASONS	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1938000	-85.7555000	2014-09-10 00:00:00	97	A	QUICKZONESEASONS	
81973	1087025	QUICK ZONE/SEASONS	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1938000	-85.7555000	2015-03-12 00:00:00	97	A	QUICKZONESEASONS	
81973	1087026	QUICK ZONE/SEASONS	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1938000	-85.7555000	2015-03-12 00:00:00	100	A	QUICKZONESEASONS	
81974	1045179	SUBWAY #10630	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2014-09-10 00:00:00	98	A	SUBWAY	
81974	1086382	SUBWAY #10630	 	2100 S. FLOYD STREET		LOUISVILLE	KY	40209	FOOD SERVICE	38.1938000	-85.7555000	2015-03-12 00:00:00	94	A	SUBWAY	
81977	1049455	MANHATTAN GRILL	 	429 W. MUHAMMAD ALI BLVD, SUITE 100		LOUISVILLE	KY	40202	FOOD SERVICE	38.2512000	-85.7578000	2014-09-30 00:00:00	97	A	MANHATTANGRILL	
81977	1086472	MANHATTAN GRILL	 	429 W. MUHAMMAD ALI BLVD, SUITE 100		LOUISVILLE	KY	40202	FOOD SERVICE	38.2512000	-85.7578000	2015-03-16 00:00:00	97	A	MANHATTANGRILL	
81979	1062340	SENOR IGUANAS	 	3105 S. 2ND STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2044000	-85.7632000	2014-11-19 00:00:00	95	A	SENORIGUANAS	
81979	1091827	SENOR IGUANAS	 	3105 S. 2ND STREET		LOUISVILLE	KY	40208	FOOD SERVICE	38.2044000	-85.7632000	2015-04-07 00:00:00	92	A	SENORIGUANAS	
81980	1035356	WHIZ KIDZ ACADEMY	 	10634 WATTERSON TRAIL		LOUISVILLE	KY	40299	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.1973000	-85.5609000	2014-08-12 00:00:00	99	A	WHIZKIDZACADEMY	
81980	1079181	WHIZ KIDZ ACADEMY	 	10634 WATTERSON TRAIL		LOUISVILLE	KY	40299	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.1973000	-85.5609000	2015-02-05 00:00:00	100	A	WHIZKIDZACADEMY	
81983	1033509	MARSHMELLOW KIDS	 	3216 DUMESNIL AVENUE		LOUISVILLE	KY	40211	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.2374000	-85.8075000	2014-08-05 00:00:00	97	A	MARSHMELLOWKIDS	
81983	1075460	MARSHMELLOW KIDS	 	3216 DUMESNIL AVENUE		LOUISVILLE	KY	40211	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.2374000	-85.8075000	2015-01-15 00:00:00	97	A	MARSHMELLOWKIDS	
81985	1026168	FICETY ICE #3	 	5213 NEW CUT ROAD		LOUISVILLE	KY	40214	PRE-PACKAGED RETAIL	38.1613000	-85.7790000	2014-07-08 00:00:00	99		FICETYICE	
81988	1033510	MARSHMELLOW KIDS	 	3218 DUMESNIL AVENUE		LOUISVILLE	KY	40211	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.2374000	-85.8075000	2014-08-05 00:00:00	98	A	MARSHMELLOWKIDS	
81988	1075461	MARSHMELLOW KIDS	 	3218 DUMESNIL AVENUE		LOUISVILLE	KY	40211	FOOD SERVICE (DAY CARE / CHILD CARE CENTER	38.2374000	-85.8075000	2015-01-15 00:00:00	99	A	MARSHMELLOWKIDS	
82125	1048861	DISCOUNT CIGARETTE & LIQUOR OUTLET	 	7613 OLD SHEPHERDSVILLE ROAD		LOUISVILLE	KY	40219	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1122000	-85.6743000	2014-09-29 00:00:00	97	A	DISCOUNTCIGARETTELIQUOROUTLET	
82125	1048862	DISCOUNT CIGARETTE & LIQUOR OUTLET	 	7613 OLD SHEPHERDSVILLE ROAD		LOUISVILLE	KY	40219	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1122000	-85.6743000	2014-09-29 00:00:00	97		DISCOUNTCIGARETTELIQUOROUTLET	
